,sugar to flour ratio,sugar index,bake temp,chill time,calories,density,pH,grams baking soda,bake time,butter type,weight,chocolate,raisins,oats,nuts,peanut butter,quality_pred
0,2.293185258586219,3.048208861765186,-0.5589129523899277,0.661017676675285,1.024097127549802,1.9911359575460026,-1.523538407968225,1.1663835995886938,-0.6869670468132584,0.5405132438199184,1.0796051569143417,0.6865372046242892,-0.6503483171280073,-0.5440113293697821,1.8370161525952724,-0.11335753685169357,7.709413656033906
1,0.28681861212446047,-0.9714283307898569,0.0009618752702965765,0.28967502818571067,0.5470825193600934,-0.5266089874430355,1.4148457565472596,-0.6308661317266595,-0.43708330719176774,0.5405132438199184,-0.18611127516485887,0.6865372046242892,-0.6503483171280073,-0.5440113293697821,-0.5443610273035623,-0.11335753685169357,8.245313469156407
2,0.5840581153039804,1.0989601409919187,-0.37228800983651933,-0.6386815930382251,0.47369565656167667,1.0120129233835882,-0.14812454372693815,0.07240550226630482,-0.43708330719176774,0.5405132438199184,1.2604217900685124,0.6865372046242892,-0.6503483171280073,-0.5440113293697821,-0.5443610273035623,-0.11335753685169357,7.9361607524822455
3,0.13819886053470085,-0.9494029215155826,0.23424305346205668,-0.5767911516232961,-0.6271072854145744,-1.225982583273326,0.6021012004046831,-0.4745835463948896,0.3125679116727028,0.5405132438199184,-0.8189694912044592,0.6865372046242892,-0.6503483171280073,1.8381970117395614,-0.5443610273035623,-0.11335753685169357,8.376115136278349
4,0.43543836371422046,1.7817478284944193,0.37421176037711273,1.3418125322395047,1.3910314415418858,1.0469816031751376,-1.398500783946292,-0.6308661317266595,-1.1867345260562383,0.5405132438199184,0.26593030772056975,0.6865372046242892,-0.6503483171280073,-0.5440113293697821,-0.5443610273035623,-0.11335753685169357,7.0
5,-0.010420891055059155,0.0197150865524825,-0.1856630672831115,0.722908118090214,1.0424438432494063,0.20773328817876566,-0.21064335573790474,1.0882423069228087,-1.0201453663085773,0.5405132438199184,-0.6381528580502875,-1.456585299768648,1.5376375607706394,-0.5440113293697821,-0.5443610273035623,-0.11335753685169357,7.289500507218463
6,0.28681861212446047,-0.6850980102242922,0.04761811090864859,0.3515654696006397,-0.040012383027240486,-0.7364210661921382,0.3520259523608056,-0.1620183757313501,-0.27049414744410827,0.5405132438199184,-1.1806027575128024,0.6865372046242892,-0.6503483171280073,-0.5440113293697821,-0.5443610273035623,-0.11335753685169357,7.913088081882426
7,4.225242029253097,0.173892951472402,-0.1390068316447595,-0.6386815930382251,0.14345477396880135,0.8022008446345242,-1.4610195959572585,-0.08387708306546514,-0.5203778870655974,0.5405132438199184,2.797363171878969,0.6865372046242892,-0.6503483171280073,-0.5440113293697821,1.8370161525952724,-0.11335753685169357,7.103560444238528
8,0.36112848791934044,0.35009622566659565,-0.7455378949433354,0.9085794423350012,0.8773234019529687,-0.21189086931940088,-1.2109443479133923,-1.4904203510513934,0.3958624915465325,0.5405132438199184,0.35633862429765517,0.6865372046242892,-0.6503483171280073,-0.5440113293697821,-0.5443610273035623,-0.11335753685169357,7.000000000000006
9,0.06388898473982085,-0.663072600950018,-0.1856630672831115,0.661017676675285,1.5378051671387194,-0.2468595491109115,1.7274398166021037,-0.1620183757313501,-0.6869670468132584,0.5405132438199184,-0.6381528580502875,0.6865372046242892,-0.6503483171280073,1.8381970117395614,-0.5443610273035623,-0.11335753685169357,8.0
10,-0.6792097732089786,0.4161724534894182,-0.5122567167515756,-0.2673389445486508,0.7488963920557394,0.41754536692786837,1.352326944536293,0.9319597215910387,-0.6036724669394272,0.5405132438199184,-0.8189694912044592,0.6865372046242892,-0.6503483171280073,-0.5440113293697821,-0.5443610273035623,-0.11335753685169357,7.9635817283560195
11,-0.38197027002945877,-0.134462778367437,-0.6988816593049835,0.3515654696006397,0.5837759507593018,-0.5965463470260568,-0.08560573171596048,-0.8652900097243145,-0.10390498769644732,0.5405132438199184,-0.8189694912044592,-1.456585299768648,1.5376375607706394,-0.5440113293697821,-0.5443610273035623,-0.11335753685169357,7.951615329357498
12,-0.6048998974140986,0.19591836074667612,-0.6055691880282796,0.4134559110155688,0.49204237226128084,-0.037047470361847655,-0.21064335573790474,1.0101010142569238,-0.43708330719176774,0.5405132438199184,-0.6381528580502875,-1.456585299768648,1.5376375607706394,-0.5440113293697821,-0.5443610273035623,-0.11335753685169357,7.291705883379534
13,0.73267786689374,-0.9053521029670343,-0.7455378949433354,0.1658941453558526,-0.5720671383157618,-0.8762957853581808,-0.3356809797598379,-0.08387708306546514,-0.10390498769644732,0.5405132438199184,0.08511367456639815,0.6865372046242892,-0.6503483171280073,-0.5440113293697821,-0.5443610273035623,-0.11335753685169357,8.064637367106203
14,-0.08473076684993916,-0.7952250565956632,-0.8855066018583918,-0.8862433586979414,-0.46198684411813673,-1.3658573024393685,0.3520259523608056,-0.943431302390199,1.0622191305371733,0.5405132438199184,-0.7285611746273737,0.6865372046242892,-0.6503483171280073,-0.5440113293697821,-0.5443610273035623,-0.11335753685169357,8.0
15,0.8812976184835001,0.5262994998607893,-0.3256317741981676,-0.20544850313372173,0.6755095292573227,0.6623261254684428,-0.21064335573790474,0.22868808759807477,-1.270029105930068,0.5405132438199184,0.26593030772056975,0.6865372046242892,-0.6503483171280073,-0.5440113293697821,-0.5443610273035623,-0.11335753685169357,7.742720529354036
